clause_name,issue,alt_text,standard
Protection of Customer Data,Customer wants SFDC to clarify destruction of physical media; Industry Standard,"SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited. SFDC will use industry standard methods to destroy physical media containing Customer Data as set forth in the Documentation.","SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited."
Protection of Customer Data,Customer wants SFDC to clarify destruction of physical media; DOD Standard,"SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited. With respect to the Salesforce Services, SFDC shall wipe all physical media in accordance with the Department of Defense Standard 5220.22-M standard or a comparable equivalent. ","SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited."
Protection of Customer Data,Customer wants SFDC to comply with NIST Special Publication 800-88 with respect to Customer Data destruction,"SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited. With respect to the Salesforce Services, SFDC shall destroy all Customer Data contained on any media in SFDC's datacenter prior to such media leaving the datacenter in accordance with the National Institute of Standards and Technology (NIST) Special Publication 800-88 or a standard that is not materially less protective as of the Effective Date. Upon customer request, SFDC will provide written documentation of its adherence to such standards.","SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at http://www.sfdcstatic.com/assets/pdf/misc/data-processing-addendum.pdf (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited."
SFDC Personnel,Delete “except as otherwise specified in this Agreement”,SFDC will be responsible for the performance of its personnel (including its employees and contractors) and their compliance with SFDC’s obligations under this Agreement.,"SFDC will be responsible for the performance of its personnel (including its employees and contractors) and their compliance with SFDC’s obligations under this Agreement, except as otherwise specified in this Agreement. "
SFDC Personnel,Customer wants SFDC to be responsible for the acts and omissions of its subcontractors or personnel,"Except as otherwise expressly provided in this Agreement, SFDC shall be responsible for the acts and omissions of its [subcontractors/personnel] used by it in connection with its provisioning of the Services under this Agreement as if they were the acts and omissions of SFDC under this Agreement.","SFDC will be responsible for the performance of its personnel (including its employees and contractors) and their compliance with SFDC’s obligations under this Agreement, except as otherwise specified in this Agreement. "
Subscriptions,"Delete this clause because it may not encompass all SFDC pricing models.  For example, there may be training courses or other products not purchased as subscriptions","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. For clarity, Services and Content may be purchased on a basis other than subscriptions if expressly so specified in the applicable Order Form.","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Subscriptions,Delete Subscriptions sub part (a),"Unless otherwise provided in the applicable Order Form or Documentation, (a) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (b) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. ","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Subscriptions,Delete Subscriptions sub part (b),"Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form and (b) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. ","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Subscriptions,Delete Subscriptions sub part (c),"Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form and (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added.","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Subscriptions,Delete Subscriptions sub parts (b) and (c),Unless otherwise provided in the applicable Order Form or Documentation Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form.,"Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Subscriptions,Include actual prices in this section,"Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features.  If Customer signs and returns to SFDC the Order Form bearing Quote No. Q-[_____] by the Effective Date of this Agreement, the pricing for the initial term of such Order Form will be:","Unless otherwise provided in the applicable Order Form or Documentation, (a) Services and access to Content are purchased as subscriptions for the term stated in the applicable Order Form, (b) subscriptions may be added during a subscription term at the same pricing as the underlying subscription pricing, prorated for the portion of that subscription term remaining at the time the subscriptions are added, and (c) any added subscriptions will terminate on the same date as the underlying subscriptions. Customer agrees that its purchases are not contingent on the delivery of any future functionality or features, or dependent on any oral or written public comments made by SFDC regarding future functionality or features. "
Usage Limits,Customer wants clarity as to what price they will have to pay for going over the usage limits,"Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below at a price not to exceed SFDC’s then-current list price for excess usage of the applicable Service, unless otherwise agreed by the parties in writing.","Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below. "
Usage Limits,Define clearer process for addressing situations where customer exceeds quantity limit,"Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may so notify Customer in writing (email acceptable). If SFDC provides such notice and Customer does not bring its usage within the contractual limit within 10 business days of such notice, SFDC may so notify Customer again. If SFDC, in accordance with this Section, notifies Customer three times within any 90-day period that it has exceeded a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below.","Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below. "
Usage Limits,Customer is concerned SFDC will terminate in the event of exceeding usage limits,"Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below.  If Customer pays such fees for the corresponding excess usage in accordance with this paragraph 3.2, such payment will be SFDC’s sole and exclusive remedy for the excess usage provided that the excess usage (i) was not committed in bad faith and (ii) did not result from a violation by Customer of any other terms of the Agreement, the Documentation or the applicable Order Form","Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below. "
Customer Responsibilities,"Strike “be responsible for Users’ compliance with this Agreement, Documentation and Order Forms""","Customer will (a) be responsible for Users’ compliance with Customer’s obligations under the remainder of this “Customer Responsibilities” section, the “Usage Restrictions” and “External-Facing Services” sections below, the Documentation and Order Forms; (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  ","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  "
Customer Responsibilities,"In (b), Customer is concerned that the Non-SFDC App Provider is really responsible for the interoperation of the App with the Services","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and, as between SFDC and Customer, the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  ","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  "
Customer Responsibilities,Customer only needs to notify us of unauthorized use of which the customer is aware,"Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content of which the Customer becomes aware, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  ","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  "
Customer Responsibilities,Define “unauthorized access” in (c),"Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. As used above, “unauthorized access” means access to the Services that (i) does not comply with the terms of this Agreement, the Documentation or Order Forms or (ii) for which Customer has not paid. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  ","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  "
Customer Responsibilities,Customer does not want to have to comply with the Documentation,"Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content in accordance with the Documentation portion currently titled “Salesforce Limits” for the Salesforce Services, (currently at https://help.salesforce.com/apex/HTViewHelpDoc?id=limits.htm&amp;language=en_US and the applicable comparable Documentation for other Services; the applicable Trust &amp; Compliance Documentation, usage policies, the terms of all applicable Order Forms, and with all applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  ","Customer will (a) be responsible for Users’ compliance with this Agreement, Documentation and Order Forms, (b) be responsible for the accuracy, quality and legality of Customer Data, the means by which Customer acquired Customer Data, and the interoperation of any Non-SFDC Applications with which Customer uses Services or Content, (c) use commercially reasonable efforts to prevent unauthorized access to or use of Services and Content, and notify SFDC promptly of any such unauthorized access or use, and (d) use Services and Content only in accordance with this Agreement, Documentation, the Acceptable Use and External Facing Services Policy at https://www.salesforce.com/ company/legal/agreements.jsp, Order Forms and applicable laws and government regulations. Any use of the Services in breach of the foregoing by Customer or Users that in SFDC’s judgment threatens the security, integrity or availability of SFDC’s services, may result in SFDC’s immediate suspension of the Services, however SFDC will use commercially reasonable efforts under the circumstances to provide Customer with notice and an opportunity to remedy such violation or threat prior to any such suspension.  "
Usage Restrictions,"Delete sub part (k)  ""to the extent permitted by applicable law....""; Option 1 Clarify our intent","Customer will not (a) make any Service or Content available to anyone other than Customer or Users, or use any Service or Content for the benefit of anyone other than Customer or its Affiliates, unless expressly stated otherwise in an Order Form or the Documentation, (b) sell, resell, license, sublicense, distribute, make available, rent or lease any Service or Content, or include any Service or Content in a service bureau or outsourcing offering, (c) use a Service or Non-SFDC Application to store or transmit infringing, libelous, or otherwise unlawful or tortious material, or to store or transmit material in violation of third-party privacy rights, (d) use a Service or Non-SFDC Application to store or transmit Malicious Code, (e) interfere with or disrupt the integrity or performance of any Service or third-party data contained therein, (f) attempt to gain unauthorized access to any Service or Content or its related systems or networks, (g) permit direct or indirect access to or use of any Services or Content in a way that circumvents a contractual usage limit, or use any Services to access or use any of SFDC intellectual property except as permitted under this Agreement, an Order Form, or the Documentation, (h) modify, copy, or create derivative works based on a Service or any part, feature, function or user interface thereof, (i) copy Content except as permitted herein or in an Order Form or the Documentation, (j) frame or mirror any part of any Service or Content, other than framing on Customer's own intranets or otherwise for its own internal business purposes or as permitted in the Documentation, (k) except to the extent permitted by applicable law, disassemble, reverse engineer, or decompile a Service or Content or access it for the purpose of (1) building a competitive product or service, (2) building a product or service using similar ideas, features, functions or graphics of the Service, (3) copying any ideas, features, functions or graphics of the Service, or (4) determining whether the Services are within the scope of any patent. ","Customer will not (a) make any Service or Content available to anyone other than Customer or Users, or use any Service or Content for the benefit of anyone other than Customer or its Affiliates, unless expressly stated otherwise in an Order Form or the Documentation, (b) sell, resell, license, sublicense, distribute, make available, rent or lease any Service or Content, or include any Service or Content in a service bureau or outsourcing offering, (c) use a Service or Non-SFDC Application to store or transmit infringing, libelous, or otherwise unlawful or tortious material, or to store or transmit material in violation of third-party privacy rights, (d) use a Service or Non-SFDC Application to store or transmit Malicious Code, (e) interfere with or disrupt the integrity or performance of any Service or third-party data contained therein, (f) attempt to gain unauthorized access to any Service or Content or its related systems or networks, (g) permit direct or indirect access to or use of any Services or Content in a way that circumvents a contractual usage limit, or use any Services to access or use any of SFDC intellectual property except as permitted under this Agreement, an Order Form, or the Documentation, (h) modify, copy, or create derivative works based on a Service or any part, feature, function or user interface thereof, (i) copy Content except as permitted herein or in an Order Form or the Documentation, (j) frame or mirror any part of any Service or Content, other than framing on Customer's own intranets or otherwise for its own internal business purposes or as permitted in the Documentation, (k) except to the extent permitted by applicable law, disassemble, reverse engineer, or decompile a Service or Content or access it to (1) build a competitive product or service, (2) build a product or service using similar ideas, features, functions or graphics of the Service, (3) copy any ideas, features, functions or graphics of the Service, or (4) determine whether the Services are within the scope of any patent. "
